locationId,name,continent,movie,tvSeries,comic,game,oneShot,affiliation,continent
1169,Morocco,Earth,"['Spider-Man: Far From Home', 'Black Widow']","['Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)']",,,,,Africa
1170,Moscow,RussiaSoviet Union (formerly),"['Iron Man 2', 'Captain America: The First Avenger', 'Captain America: The Winter Soldier', 'Ant-Man', 'Captain America: Civil War']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (The Defenders)', 'Agents of S.H.I.E.L.D. (What If...?)']","['The Avengers Prelude: Black Widow Strikes', 'Iron Man 2 Adaptation', 'Ant-Man and the Wasp Prelude']",,,,Europe
1171,Moscow State University,"Moscow, Russia",['Iron Man 2'],,,,,,Europe
1172,Mosul,Iraq,,"['Agents of S.H.I.E.L.D. (Laws of Nature)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (Resupply)', 'Agents of S.H.I.E.L.D. (Cloak & Dagger)', 'Agents of S.H.I.E.L.D. (Princeton Offense)']",,,,,Asia
1173,Mother's Touch,"Harlem, New York City, New York",,Luke Cage,,,,,North America
1174,Mount Bashenga,Wakanda,['Black Panther'],['What If...? (What If... Killmonger Rescued Tony Stark?)'],,,,,Africa
1175,Mount Calvary Baptist Church,"Savannah, Georgia",,Luke Cage,,,,['Baptist Church'],North America
1176,Mount Everest,ChinaNepal,['Doctor Strange'],['Jessica Jones (AKA Three Lives and Counting)'],,,,,Asia
1177,Mount Kylos,Kylos,"['Guardians of the Galaxy', 'deleted scene']",,,,,,
1178,Mount Olivet Baptist Church,"Harlem, New York City, New York",,Luke Cage,,,,['Baptist Church'],North America
1179,Mount Rushmore National Memorial,"Black Hills, South Dakota",,['What If...? (What If... Thor Were an Only Child?)'],,,,,North America
1180,Mount Zion Cemetery,"Queens, New York City, New York",,['The Punisher (Two Dead Men)'],,,,,North America
1181,Mr. Toppy's Toys,"Los Angeles, California",,['Agents of S.H.I.E.L.D. (Pilot)'],,,,,North America
1182,Muir Woods,California,['Ant-Man and the Wasp'],,,,,,North America
1183,Multiverse,,"['Iron Man', 'The Incredible Hulk', 'Iron Man 2', 'Thor', 'Captain America: The First Avenger', 'The Avengers', 'Iron Man 3', 'Thor: The Dark World', 'Captain America: The Winter Soldier', 'Guardians of the Galaxy', 'Avengers: Age of Ultron', 'Ant-Man', 'Captain America: Civil War', 'Doctor Strange', 'Guardians of the Galaxy Vol. 2', 'Spider-Man: Homecoming', 'Thor: Ragnarok', 'Black Panther', 'Avengers: Infinity War', 'Ant-Man and the Wasp', 'Captain Marvel', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Black Widow', 'Shang-Chi and the Legend of the Ten Rings', 'Eternals', 'Spider-Man: No Way Home', 'Doctor Strange in the Multiverse of Madness', 'Thor: Love and Thunder', 'Black Panther: Wakanda Forever', 'Ant-Man and the Wasp: Quantumania', 'The Marvels', 'Guardians of the Galaxy Vol. 3', 'Fantastic Four', 'Blade', 'Deadpool 3', 'Captain America 4', 'Spider-Man 4', 'Shang-Chi 2', 'Thunderbolts']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Defenders)', 'Agents of S.H.I.E.L.D. (Inhumans)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Cloak & Dagger)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Hawkeye)', 'Agents of S.H.I.E.L.D. (Moon Knight)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)', 'Agents of S.H.I.E.L.D. (I Am Groot)', 'Agents of S.H.I.E.L.D. (She-Hulk: Attorney at Law)', 'Agents of S.H.I.E.L.D. (Echo)', 'Agents of S.H.I.E.L.D. (Secret Invasion)', 'Agents of S.H.I.E.L.D. (Ironheart)', 'Agents of S.H.I.E.L.D. (Armor Wars)', 'Agents of S.H.I.E.L.D. (Agatha: House of Harkness)', 'Agents of S.H.I.E.L.D. (Spider-Man: Freshman Year)', 'Agents of S.H.I.E.L.D. (Marvel Zombies)', 'Agents of S.H.I.E.L.D. (Wonder Man)', 'Agents of S.H.I.E.L.D. (Wakanda)', 'Agents of S.H.I.E.L.D. (Daredevil)']","['Iron Man: Fast Friends', 'Iron Man: Security Measures', 'The Incredible Hulk: The Fury Files', 'The Incredible Hulk: The Big Picture', 'Nick Fury: Spies Like Us', 'Iron Man: I Am Iron Man!', 'Iron Man 2: Security Breach', 'Iron Man: Will Online Evils Prevail?', 'Iron Man 2: Nick Fury: Director of S.H.I.E.L.D.', 'Iron Man 2: Public Identity', 'Iron Man 2: Phil Coulson: Agent of S.H.I.E.L.D.', 'Iron Man: Limited Edition', 'Iron Man 2: Black Widow: Agent of S.H.I.E.L.D.', 'Iron Man Royal Purple Custom Comic', 'Iron Man 2: Fist of Iron', 'Captain America: First Vengeance', 'Thor, The Mighty Avenger', 'Thor: Rescue', 'Captain America: Evil Lurks Everywhere', ""The Avengers Prelude: Fury's Big Week"", 'The Avengers: Iron Man Mark VII', 'The Avengers Prelude: Black Widow Strikes', 'The Avengers: The Avengers Initiative', 'Iron Man 2 Adaptation', 'Iron Man 3 Prelude', 'Iron Man: The Coming of the Melter', 'Thor Adaptation', 'Thor: The Dark World Prelude', 'Thor: Crown of Fools', 'Captain America: The First Avenger Adaptation', 'Captain America:  The Winter Soldier Infinite Comic', 'Captain America: Homecoming', 'Guardians of the Galaxy Prequel Infinite Comic', 'Guardians of the Galaxy Prelude', ""Guardians of the Galaxy: Galaxy's Most Wanted"", 'Agents of S.H.I.E.L.D.: The Chase', 'The Avengers Adaptation', ""Avengers: Age of Ultron Prelude - This Scepter'd Isle"", 'Ant-Man Prelude', 'Ant-Man - Scott Lang: Small Time', 'Avengers: Operation HYDRA', 'Ant-Man: Larger Than Life', 'Jessica Jones', 'Captain America: Civil War Prelude', 'Captain America: Civil War Prelude Infinite Comic', 'Captain America: Road to War', 'Doctor Strange Prelude', 'Doctor Strange Prelude - The Zealot', 'Doctor Strange: Mystic Apprentice', 'Guardians of the Galaxy Vol. 2 Prelude', 'Spider-Man: Homecoming Prelude', 'Thor: Ragnarok Prelude', 'Black Panther Prelude', 'Avengers: Infinity War Prelude', 'Ant-Man and the Wasp Prelude', 'Captain Marvel Prelude', 'Avengers: Endgame Prelude', 'Spider-Man: Far From Home Prelude', 'Black Widow Prelude', 'Eternals: The 500 Year War']",,"[""The ConsultantA Funny Thing Happened on the Way to Thor's HammerItem 47Agent CarterAll Hail the KingTeam Thor: Part 1Team Thor: Part 2Team DarrylPeter's To-Do List""]",,
1184,Mumbai,India,"['Captain America: The Winter Soldier', 'Spider-Man: Homecoming', '[1]', 'Eternals']",Ms. Marvel,"['Iron Man 3 Prelude', 'Black Widow Prelude']",,,,Asia
1185,Muncie,"Indiana, United States of America",,"['Agents of S.H.I.E.L.D. (End of the Beginning)', 'Agents of S.H.I.E.L.D. (Missing Pieces)']",,,,,North America
1186,Munich,Germany,,"['The Falcon and The Winter Soldier (The Star-Spangled Man)', 'The Falcon and The Winter Soldier (Power Broker)']",,,,,Europe
1187,Munkerekka,"Norway, Europe",,['What If...? (What If... Captain Carter Were The First Avenger?)'],,,,,Europe
1188,Murphy's,"New York City, New York",,['The Punisher (3 AM)'],,,,,North America
1189,Museum of Great Britain,"London, England",['Black Panther'],,,,,,Europe
1190,Museum of Modern Art,"New York City, New York",['Avengers: Infinity War'],,,,,,North America
1191,Museum of Natural History,"Muncie, Indiana",,"['Agents of S.H.I.E.L.D. (Missing Pieces)', 'Agents of S.H.I.E.L.D. (Window of Opportunity)']",,,,,North America
1192,Muskingum County,"Ohio, United States of America",,['Agents of S.H.I.E.L.D. (One of Us)'],,,,,North America
1193,Muspelheim,Nine Realms,"['Thor: The Dark World', 'Thor: Ragnarok']",,,['Thor: God of Thunder'],,,
1194,Muzaffarpur,India,,['Iron Fist (Felling Tree with Roots)'],,,,,Asia
1195,Mykonos,Greece,,['Agents of S.H.I.E.L.D. (The Dirty Half Dozen)'],,,,,Europe
1196,Mystery Planet,,['Eternals'],,,,,,
1197,N'Jobu's Safehouse,"Oakland, California",['Black Panther'],,,,,,North America
1198,Nadeem Residence,"New York City, New York",,Daredevil,,,,,North America
1199,Nadeer Residence,United States of America,,['Agents of S.H.I.E.L.D. (Broken Promises)'],,,,,North America
1200,Nairobi,Earth,,['Agents of S.H.I.E.L.D. (The Man Behind the Shield)'],,,,,Africa
1201,Nakajima Residence,"New York City, New York",,"['The Falcon and The Winter Soldier (New World Order)', 'The Falcon and The Winter Soldier (One World, One People)']",,,,,North America
1202,Nana B's Residence,"Los Angeles, California",,Runaways,,,,,North America
1203,Napa County,"California, United States of America",,['Luke Cage (All Souled Out)'],,,,,North America
1204,Naperville,"Illinois, United States of America",,"['Agents of S.H.I.E.L.D. (Watchdogs)', 'Agents of S.H.I.E.L.D. (A Life Earned)', 'Agents of S.H.I.E.L.D. (The Totally Excellent Adventures of Mack and the D)']",,,,,North America
1205,Naro-Atzia,,,"['Agents of S.H.I.E.L.D. (Missing Pieces)', 'Agents of S.H.I.E.L.D. (Window of Opportunity)', 'Agents of S.H.I.E.L.D. (Fear and Loathing on the Planet of Kitson)']",,,,,
1206,Narobia,,,,['Black Panther Prelude'],,,,Africa
1207,Nashville,"Tennessee, United States of America",['Iron Man 3'],,,,,,North America
1208,National Art Gallery,"London, England",,"['Moon Knight (The Goldfish Problem)', 'Moon Knight (Summon the Suit)', 'Moon Knight (Asylum)']",,,,,Europe
1209,Natural History Museum,"London, England",['Eternals'],,,,,,Europe
1210,Nazi-Occupied Danish Straits,Denmark,,,['Captain America: First Vengeance'],,,,Europe
1211,Nebraska,United States of America,,"['Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Iron Fist)']",,,,,North America
1212,Nefaria Compound,,,,,['Iron Man'],,['Maggia'],
1213,Negril,Jamaica,,,['Agents of S.H.I.E.L.D.: The Chase'],,,,North America
1214,Nelson and Murdock Law Office,"New York City, New York",,['Daredevil (The Defenders)'],,['The Incredible Hulk'],,['Nelson and Murdock'],North America
1215,Nelson's Meats,"Hell's Kitchen, New York City, New York",,Daredevil,,,,"['Nelson, Murdock and Page']",North America
1216,Nepal,Earth,"['Doctor Strange', 'Avengers: Endgame', 'Shang-Chi and the Legend of the Ten Rings', 'Spider-Man: No Way Home', 'Doctor Strange in the Multiverse of Madness']",['Agents of S.H.I.E.L.D. (What If...?)'],"['Doctor Strange Prelude', 'Doctor Strange Prelude - The Zealot', 'Doctor Strange: Mystic Apprentice', 'Avengers: Infinity War Prelude']",,,,Asia
1217,Neptune,Solar System,"['Eternals', 'deleted scene']",,,,,,
1218,Neptune's Net,"Malibu, California",['Iron Man 3'],,['Captain America: Civil War Prelude'],,,,North America
1219,Neptune's World Aquarium,"New York City, New York",,"['Jessica Jones (AKA The Octopus)', 'Jessica Jones (AKA Facetime)']",,,,,North America
1220,Netherlands,Earth,"['Captain America: The First Avenger', 'Captain America: Civil War', 'Spider-Man: Far From Home']","['Agents of S.H.I.E.L.D. (Bouncing Back)', 'Agents of S.H.I.E.L.D. (The Inside Man)', 'Agents of S.H.I.E.L.D. (A Fractured House)', 'Agents of S.H.I.E.L.D. (Spacetime)', 'Agents of S.H.I.E.L.D. (Paradise Lost)', 'Agents of S.H.I.E.L.D. (The Team)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (Felling Tree with Roots)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (AKA God Help the Hobo)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Truth)']",,,,,Europe
1221,Nevada,United States of America,"['Iron Man', 'Thor', 'post-credits scene', 'The Avengers', 'Captain America: Civil War', 'Captain Marvel']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Hawkeye)', 'Agents of S.H.I.E.L.D. (Moon Knight)']",['Iron Man: I Am Iron Man!'],,,,North America
1222,Nevers,France,,['Iron Fist (Felling Tree with Roots)'],,,,,Europe
1223,New Asgard Docks,"New Asgard, Norway","['Avengers: Endgame', 'Thor: Love and Thunder']",,,,,,Europe
1224,New Asgard Infirmary,"New Asgard, Norway",['Thor: Love and Thunder'],,,,,,Europe
1225,New Asgard Town Hall,"New Asgard, Norway",['Thor: Love and Thunder'],,,,,,Europe
1226,New Delhi,India,,"['Agents of S.H.I.E.L.D. (The Man Behind the Shield)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (One Last Shot)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', ""Agents of S.H.I.E.L.D. (AKA It's Called Whiskey)""]",,,,,Asia
1227,New Hampshire,United States of America,,"['Agents of S.H.I.E.L.D. (Parting Shot)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Nelson v. Murdock)', 'Agents of S.H.I.E.L.D. (The Perfect Game)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Soliloquy of Chaos)']",,,,,North America
1228,New Haven,"Connecticut, United States of America","['Captain America: The First Avenger', 'Spider-Man: No Way Home']",['The Punisher (Cold Steel)'],,,,,North America
1229,New Jersey,United States of America,"['The Incredible Hulk', 'Captain America: The First Avenger', 'Captain America: The Winter Soldier', 'Spider-Man: Homecoming', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home', 'Doctor Strange in the Multiverse of Madness', 'The Marvels']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Defenders)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)']","['Captain America: First Vengeance', 'Captain America: The First Avenger Adaptation', 'Iron Man: The Coming of the Melter', 'Ant-Man Prelude', 'Captain America: Civil War Prelude']",,,,North America
1230,New Jersey AvengerCon,"Camp Lehigh, Wheaton, New Jersey",,Ms. Marvel,,,,,
1231,New Mexico,United States of America,"['Iron Man 2', 'post-credits scene', 'Captain America: The First Avenger', 'Thor', 'Thor: The Dark World', 'Avengers: Age of Ultron', 'Avengers: Endgame', 'Thor: Love and Thunder']",['Agents of S.H.I.E.L.D. (What If...?)'],"[""The Avengers Prelude: Fury's Big Week"", 'Iron Man 2 Adaptation', 'Thor Adaptation', 'Thor: The Dark World Prelude', 'Captain America: The First Avenger Adaptation', 'Thor: Ragnarok Prelude']",,"[""The ConsultantA Funny Thing Happened on the Way to Thor's Hammer""]",,North America
1232,New Orleans,"Louisiana, United States of America",['Captain Marvel'],"['Jessica Jones (Luke Cage)', 'Jessica Jones (Iron Fist)', 'Jessica Jones (Runaways)', 'Jessica Jones (Cloak & Dagger)', 'Jessica Jones (Helstrom)', 'Jessica Jones (The Falcon and The Winter Soldier)']",,,,,North America
1233,New Orleans County General Hospital,"New Orleans, Louisiana",,['Cloak & Dagger (Shadow Selves)'],,,,,North America
1234,New Orleans Police Department Station,"New Orleans, Louisiana",,Cloak & Dagger,,,,['New Orleans Police Department'],North America
1235,New Rochelle,"New York, United States of America",,"['Agent Carter (Bridge and Tunnel)', 'Agent Carter (The Defenders)', 'Agent Carter (The H Word)', 'Agent Carter (Worst Behavior)']",,,,,North America
1236,New York,United States of America,"['Iron Man', 'The Incredible Hulk', 'Iron Man 2', 'Captain America: The First Avenger', 'The Avengers', 'Iron Man 3', 'Thor: The Dark World', 'Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Ant-Man', 'Captain America: Civil War', 'Doctor Strange', 'Spider-Man: Homecoming', 'Thor: Ragnarok', 'Avengers: Infinity War', 'Captain Marvel', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Black Widow', 'Spider-Man: No Way Home', 'Doctor Strange in the Multiverse of Madness', 'Thor: Love and Thunder', 'Spider-Man 4']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Defenders)', 'Agents of S.H.I.E.L.D. (Inhumans)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Hawkeye)', 'Agents of S.H.I.E.L.D. (Moon Knight)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)', 'Agents of S.H.I.E.L.D. (Echo)', 'Agents of S.H.I.E.L.D. (Spider-Man: Freshman Year)', 'Agents of S.H.I.E.L.D. (Daredevil)']","['Iron Man: Security Measures', 'The Incredible Hulk: The Fury Files', 'Iron Man 2: Public Identity', 'Captain America: First Vengeance', ""The Avengers Prelude: Fury's Big Week"", 'The Avengers: Iron Man Mark VII', 'Iron Man 2 Adaptation', 'Iron Man 3 Prelude', 'Iron Man: The Coming of the Melter', 'Thor: The Dark World Prelude', 'Captain America: The First Avenger Adaptation', 'Captain America: Homecoming', 'The Avengers Adaptation', ""Avengers: Age of Ultron Prelude - This Scepter'd Isle"", 'Avengers: Operation HYDRA', 'Jessica Jones', 'Captain America: Civil War Prelude', 'Captain America: Civil War Prelude Infinite Comic', 'Captain America: Road to War', 'Doctor Strange Prelude', 'Doctor Strange: Mystic Apprentice', 'Spider-Man: Homecoming Prelude', 'Thor: Ragnarok Prelude', 'Avengers: Infinity War Prelude', 'Ant-Man and the Wasp Prelude', 'Captain Marvel Prelude', 'Avengers: Endgame Prelude', 'Spider-Man: Far From Home Prelude', 'Black Widow Prelude']",['The Incredible HulkIron Man 3 - The Official GameCaptain America: The Winter Soldier - The Official GameSpider-Man: Homecoming - Virtual Reality ExperienceSpider-Man: Far From Home - Virtual Reality ExperienceAvengers: Damage Control'],"[""The ConsultantItem 47 (mentioned)Agent CarterPeter's To-Do List""]",,North America
1237,New York Academy of Medicine,"1216 Fifth Avenue, New York City, New York",,['The Punisher (Nakazat)'],,,,,North America
1238,New York Bell Company Office,"New York City, New York",,['Agents of S.H.I.E.L.D. (Agent Carter)'],,,,"['Strategic Scientific Reserve', 'New York Bell Company']",North America
1239,New York Bulletin Building,"New York City, New York",,"['Daredevil (The Defenders)', 'Daredevil (The Punisher)']",,,,['New York Bulletin'],North America
1240,New York City,"New York, United States of America","['Iron Man', 'The Incredible Hulk', 'Iron Man 2', 'Captain America: The First Avenger', 'The Avengers', 'Thor: The Dark World', 'Captain America: The Winter Soldier', 'Avengers: Age of Ultron', 'Captain America: Civil War', 'Doctor Strange', 'Spider-Man: Homecoming', 'Thor: Ragnarok', 'Black Panther', 'Avengers: Infinity War', 'Avengers: Endgame', 'Spider-Man: Far From Home', 'Spider-Man: No Way Home', 'Doctor Strange in the Multiverse of Madness', 'Spider-Man 4']","['Agents of S.H.I.E.L.D. (Agent Carter)', 'Agents of S.H.I.E.L.D. (Daredevil)', 'Agents of S.H.I.E.L.D. (Jessica Jones)', 'Agents of S.H.I.E.L.D. (Luke Cage)', 'Agents of S.H.I.E.L.D. (Iron Fist)', 'Agents of S.H.I.E.L.D. (The Defenders)', 'Agents of S.H.I.E.L.D. (The Punisher)', 'Agents of S.H.I.E.L.D. (Runaways)', 'Agents of S.H.I.E.L.D. (Cloak & Dagger)', 'Agents of S.H.I.E.L.D. (Helstrom)', 'Agents of S.H.I.E.L.D. (WandaVision)', 'Agents of S.H.I.E.L.D. (The Falcon and The Winter Soldier)', 'Agents of S.H.I.E.L.D. (Loki)', 'Agents of S.H.I.E.L.D. (What If...?)', 'Agents of S.H.I.E.L.D. (Hawkeye)', 'Agents of S.H.I.E.L.D. (Moon Knight)', 'Agents of S.H.I.E.L.D. (Ms. Marvel)', 'Agents of S.H.I.E.L.D. (Echo)', 'Agents of S.H.I.E.L.D. (Spider-Man: Freshman Year)', 'Agents of S.H.I.E.L.D. (Daredevil)']","['Iron Man: Security Measures', 'The Incredible Hulk: The Fury Files', 'Iron Man 2: Public Identity', 'Captain America: First Vengeance', ""The Avengers Prelude: Fury's Big Week"", 'The Avengers: Iron Man Mark VII', 'The Avengers: The Avengers Initiative', 'Iron Man 2 Adaptation', 'Iron Man 3 Prelude', 'Iron Man: The Coming of the Melter', 'Thor: The Dark World Prelude', 'Captain America: The First Avenger Adaptation', 'Captain America: Homecoming', 'The Avengers Adaptation', ""Avengers: Age of Ultron Prelude - This Scepter'd Isle"", 'Avengers: Operation HYDRA', 'Jessica Jones', 'Captain America: Civil War Prelude', 'Captain America: Road to War', 'Doctor Strange Prelude', 'Doctor Strange: Mystic Apprentice', 'Spider-Man: Homecoming Prelude', 'Thor: Ragnarok Prelude', 'Avengers: Infinity War Prelude', 'Captain Marvel Prelude', 'Avengers: Endgame Prelude', 'Spider-Man: Far From Home Prelude', 'Black Widow Prelude']",['The Incredible HulkIron Man 3 - The Official GameCaptain America: The Winter Soldier - The Official GameSpider-Man: Homecoming - Virtual Reality ExperienceSpider-Man: Far From Home - Virtual Reality ExperienceAvengers: Damage Control'],"[""The Consultant (mentioned)Item 47 (mentioned)Agent CarterPeter's To-Do List""]",,North America
